-0.112231374	-0.021416964	0.011976541	-0.020873917	0.020003675	-0.037488125	-0.030978806	-0.02167105	0.0328375	0.028711073	-0.06369692	0.004591876	0.008441845	-0.032882538	-0.08714579	0.010227813
-0.15322646	-0.06214848	-0.052960787	0.041838653	-0.048227914	-0.05880328	-0.04307712	0.066884	0.042016074	-0.03992573	-0.05628655	0.07140392	0.067273416	-0.096288696	-0.10460788	0.05702048
-0.104468435	-0.06098339	-0.16095544	0.082690105	-0.08507746	-0.13715512	-0.15524743	0.1390722	-0.017211253	-0.0076757777	-0.13092415	0.08458017	0.10267061	-0.13042372	-0.11925294	0.084308885
0.3760928	0.41284558	0.4462735	-0.38500422	0.3771024	0.37196597	0.35152382	-0.32272562	-0.12727971	0.20655954	0.44910973	-0.3553468	-0.34289676	0.4161024	0.37765017	-0.21401809
-0.0532493	0.008991918	-0.058221593	-0.042366732	-0.038326457	-0.027898405	0.015187607	-0.04284761	0.06869711	0.06715945	0.012960888	-0.013398563	-0.024486123	0.03753179	0.02499322	-0.027805068
-0.086091556	-0.05297522	-0.06873302	0.02943461	-0.007605671	0.020130562	-0.009767944	0.008485434	0.059450563	0.004983253	-0.06611079	0.038603935	0.07750028	-0.040947784	-0.06971283	0.0014136398
0.3133483	0.39535347	0.35391748	-0.3868509	0.39263332	0.36390957	0.29573268	-0.34901002	-0.16356702	0.39858183	0.43589282	-0.35456377	-0.36641648	0.35541248	0.41336676	-0.32700288
0.022320656	-0.030687423	0.04493103	-0.051300768	0.0054835137	0.01066364	-0.04066012	-0.015141452	0.009702383	0.02743114	-0.046098765	0.026498808	0.017014958	-0.011447876	-0.021817684	0.023210812
-0.09814864	0.0021793786	0.0016893104	-0.0025269946	-0.005573156	-0.074030146	-0.09210171	0.04169853	0.017824464	-0.0022376047	-0.03929582	0.04872474	0.06431392	-0.034307346	-0.080874875	-0.006300776
0.33442542	0.3711615	0.36034787	-0.35161346	0.3673096	0.371926	0.28513914	-0.31145442	-0.12997302	0.29492825	0.38317177	-0.40093657	-0.34101596	0.416063	0.34922898	-0.2771096
-0.11284854	-0.15007968	-0.16619323	0.06732968	-0.14204624	-0.14437343	-0.08737733	0.10907719	0.089335985	-0.030243205	-0.09678979	0.17613365	0.05872369	-0.116110966	-0.09490231	0.09340631
0.3909252	0.42014086	0.3715059	-0.42482197	0.4105526	0.38268614	0.38843223	-0.35176802	-0.1735146	0.362407	0.48812157	-0.37770808	-0.32090402	0.45765257	0.39225787	-0.25531507
-0.30989137	-0.28944448	-0.28040156	0.2742794	-0.31088513	-0.31648406	-0.29456836	0.27193466	0.12777689	-0.15154368	-0.3172879	0.29450718	0.24878755	-0.29850867	-0.320391	0.25103125
-0.03572567	0.025312735	-0.056192048	0.008772105	-0.047882106	-0.0059984783	-0.05124749	0.0145766735	0.032286398	0.02400057	-0.05760562	-0.010174396	0.022661407	0.014980736	-0.051289517	0.008138209
0.070861265	-0.037340768	-0.0392928	0.095345534	-0.0081691425	-0.06521363	0.013875981	0.073850416	0.012572108	-0.11048008	-0.047899526	0.0146232825	0.018713385	-0.085544564	-0.0028609287	0.016915953
0.40380496	0.26372197	0.27521238	-0.15230247	0.31871533	0.23356967	0.2841256	-0.1543796	-0.19024514	0.00786699	0.23705201	-0.20788369	-0.1687567	0.21011737	0.26702407	-0.16577682
-0.042031802	-0.01292333	-0.024233736	-0.071721286	0.053729523	0.054856513	-0.0033551026	-0.020003235	-0.014781964	0.031811226	0.009774148	0.0005116178	-0.04464552	-0.011213153	0.03817361	-0.02476788
-0.0667691	-0.0018511096	-0.05873927	-0.023302091	0.0048440658	0.014860081	-0.050968137	0.058153115	-0.017134806	0.013626706	-0.082330346	0.0006210831	0.03782933	-0.009067971	-0.06011864	0.017844569
0.121836215	0.096138895	0.086625315	-0.1577403	0.10884256	0.103251144	0.08043917	-0.09462714	-0.004202996	0.11844824	0.097656645	-0.124780655	-0.07480153	0.096036874	0.079681516	-0.030489465
-0.077512965	-0.082818836	-0.093220554	0.051504925	-0.04660054	-0.055906966	-0.050098233	0.00902229	0.037558783	-0.023323225	-0.017667647	0.02585427	0.007914946	-0.09099434	-0.0712394	-0.01587547
-0.14587371	-0.0930664	-0.08356323	0.10023953	-0.042029053	-0.03170163	-0.03572858	0.09507228	0.012707125	-0.004868288	-0.113800086	0.120127805	0.098467916	-0.06431375	-0.0972069	0.072760895
0.15421318	0.21243756	0.1308484	-0.17545116	0.13847733	0.20971574	0.19397566	-0.18777297	-0.14352828	0.17690195	0.15905748	-0.19132173	-0.19502531	0.1507713	0.14486137	-0.15805829
0.1980518	0.2563271	0.202538	-0.27175266	0.1941405	0.30677173	0.2738772	-0.3283647	-0.1075268	0.29766062	0.32699168	-0.2930729	-0.2609523	0.2800824	0.29917896	-0.235416
-0.036368083	0.025959756	0.03688341	0.008996203	-0.006176919	0.044566628	-0.0055901133	-0.06440212	0.044085566	0.011184237	-0.024699572	-0.013681345	-0.012290694	0.052974947	-0.014847692	0.016949143
-0.01760527	0.020068962	-0.0053540035	-0.038993135	0.01315021	0.048209146	-0.027079334	-0.04083208	0.0039010616	0.086538926	0.048354417	-0.03267818	0.000806271	-0.0071520605	0.034336373	-0.049130213
-0.13585757	-0.1868492	-0.13709928	0.12200753	-0.12379285	-0.124921046	-0.18169601	0.13270235	0.05553957	-0.14710218	-0.12332808	0.13585544	0.112317204	-0.15691312	-0.12074789	0.13897753
-0.005356569	0.010512282	0.030005531	0.032109484	0.011967086	0.016633265	0.043385096	0.033565443	-0.036310576	-0.051597692	0.007423989	-0.02691757	-0.03723221	-0.046579257	-0.010379426	0.034387324
0.28559625	0.3281578	0.3328239	-0.32952994	0.3602238	0.36417207	0.3555709	-0.30247465	-0.26402587	0.35794088	0.34495696	-0.333471	-0.3183965	0.3323783	0.38643703	-0.25478697
-0.117675394	-0.115413964	-0.15301158	0.050529722	-0.16036147	-0.114383854	-0.12582356	0.08530108	0.067811616	-0.08251319	-0.13246973	0.08049879	0.07115799	-0.11262781	-0.07206872	0.11094678
